Order_ID,Customer_ID,Book_ID,Order_Date,Quantity,Total_Amount
291,214,154,2024-04-15,8,139.52
292,388,432,2024-02-11,4,35.36
293,96,214,2024-01-20,9,163.44
294,21,302,2023-10-01,4,114.68
295,414,269,2024-10-07,5,165.4
296,181,486,2023-09-13,1,19.13
297,382,381,2024-07-27,4,42.4
298,359,73,2024-08-22,10,212.3
299,189,348,2024-07-29,8,100.96
300,90,485,2023-12-09,7,162.12
301,339,346,2024-09-12,4,39.88
302,348,80,2024-02-29,6,209.04
303,423,31,2023-08-12,6,127.38
304,59,229,2024-02-06,9,184.14
305,107,266,2023-12-18,4,133.16
306,54,316,2024-11-28,4,35.24
307,368,133,2023-11-17,1,20.96
308,499,485,2023-02-19,10,231.6
309,185,227,2022-12-29,8,305.36
310,338,334,2023-10-05,3,107.04
311,198,80,2024-03-05,7,243.88
312,209,208,2023-04-23,10,250.0
313,57,105,2023-10-11,8,240.16
314,449,127,2024-03-09,1,11.66
315,281,119,2023-03-22,8,399.04
316,329,198,2024-06-30,7,156.66
317,400,88,2023-01-06,10,402.2
318,353,84,2024-01-31,8,356.72
319,172,296,2024-06-27,2,22.98
320,376,363,2024-04-05,8,59.84
321,114,386,2023-08-05,8,50.88
322,270,112,2023-11-08,2,16.04
323,36,412,2023-06-27,6,58.98
324,306,214,2023-01-31,7,127.12
325,60,394,2023-07-10,1,27.15
326,16,149,2024-06-15,6,102.54
327,247,409,2024-07-11,2,43.12
328,232,3,2024-01-19,3,47.25
329,171,171,2023-09-23,5,160.75
330,265,65,2023-01-10,10,227.0
331,429,143,2023-07-15,1,43.65
332,41,113,2023-07-25,2,12.76
333,161,407,2024-10-08,1,42.19
334,193,339,2024-03-01,6,261.06
335,184,334,2023-06-05,7,249.76
336,141,371,2023-06-23,9,156.6
337,230,455,2023-12-06,5,135.15
338,165,486,2023-01-13,2,38.26
339,374,491,2024-03-21,10,148.7
340,460,222,2023-03-02,8,236.72
341,26,333,2024-09-06,2,55.52
342,178,462,2023-08-24,1,49.23
343,75,124,2023-01-03,7,189.7
344,385,218,2023-11-25,5,26.8
345,325,253,2023-07-04,2,23.32
346,122,240,2024-03-10,8,399.2
347,2,118,2023-02-23,3,16.56
348,239,158,2023-03-19,7,172.83
349,159,73,2023-04-15,2,42.46
350,458,154,2024-02-09,6,104.64
351,425,219,2023-02-26,8,167.2
352,178,436,2023-03-19,7,111.3
353,14,360,2023-08-03,5,246.7
354,388,225,2024-07-28,2,72.08
355,437,443,2023-10-23,6,264.3
356,384,102,2024-06-01,3,120.66
357,163,150,2023-07-06,9,287.55
358,474,45,2023-01-30,8,203.92
359,301,378,2023-08-23,6,36.06
360,177,442,2024-01-23,2,96.96
361,415,448,2023-07-27,6,37.56
362,242,292,2024-07-29,3,80.82
363,153,91,2023-03-04,2,55.64
364,357,38,2024-05-12,9,148.23
365,301,200,2023-02-28,7,69.72
366,425,231,2024-03-08,6,56.22
367,497,309,2023-04-04,5,58.7
368,17,488,2023-05-17,10,491.5
369,339,156,2022-12-09,1,31.68
370,462,295,2024-02-04,4,114.64
371,149,120,2024-03-23,4,192.12
372,290,57,2023-01-21,3,70.77
373,428,47,2024-10-25,9,183.33
374,418,64,2024-04-28,9,216.9
375,115,58,2023-07-19,3,103.62
376,360,320,2023-03-02,7,35.49
377,194,208,2023-12-03,5,125.0
378,203,105,2024-09-25,1,30.02
379,313,135,2023-06-21,7,105.91
380,465,491,2024-09-18,3,44.61
381,485,377,2023-07-22,8,318.32
382,492,333,2024-08-14,1,27.76
383,145,8,2023-04-04,3,146.97
384,304,369,2024-06-26,7,158.55
385,379,110,2024-07-18,9,271.35
386,226,52,2023-05-05,5,82.65
387,344,236,2024-07-20,4,43.12
388,125,232,2023-08-04,6,57.72
389,485,391,2023-11-18,2,66.84
390,94,73,2023-10-01,10,212.3
391,30,330,2023-05-20,8,256.16
392,336,212,2024-07-04,1,18.69
393,279,307,2022-12-24,8,115.44
394,299,425,2024-04-14,1,24.23
395,159,443,2024-05-27,9,396.45
396,59,424,2023-04-09,6,243.0
397,368,73,2023-01-19,6,127.38
398,273,334,2023-07-21,9,321.12
399,318,393,2022-12-27,9,396.0
400,239,33,2024-04-05,10,350.6
401,154,475,2023-12-06,1,47.76
402,199,323,2022-12-25,8,286.64
403,98,398,2024-11-17,10,334.1
404,457,191,2024-10-02,10,421.9
405,405,149,2024-05-01,5,85.45
406,438,78,2023-02-17,10,130.7
407,121,156,2024-04-14,4,126.72
408,485,299,2023-12-13,4,112.76
409,184,303,2024-09-07,6,39.42
410,364,462,2024-12-01,5,246.15
411,486,208,2023-10-29,8,200.0
412,24,103,2024-06-16,5,216.25
413,158,314,2023-07-12,3,28.77
414,23,234,2023-11-10,1,7.15
415,336,10,2023-07-07,1,24.63
416,149,211,2023-12-29,1,16.19
417,222,254,2024-03-29,4,170.28
418,153,372,2023-12-04,2,35.46
419,330,313,2023-05-15,3,141.48
420,102,415,2024-10-03,1,29.51
421,56,183,2023-04-01,5,77.0
422,322,176,2023-12-25,8,128.88
423,11,349,2024-01-10,5,221.8
424,291,118,2024-01-16,7,38.64
425,98,308,2023-02-14,6,124.5
426,98,33,2024-02-18,5,175.3
427,287,434,2023-09-11,7,319.06
428,214,175,2023-02-16,10,328.5
429,449,146,2023-11-01,7,101.5
430,206,26,2024-07-26,2,42.1
431,68,276,2024-09-22,1,19.85
432,420,168,2023-11-04,3,42.39
433,37,223,2023-03-01,6,39.12
434,45,83,2023-10-20,10,89.4
435,13,230,2023-04-14,8,48.8
436,224,412,2024-06-17,1,9.83
437,183,360,2023-10-31,6,296.04
438,304,434,2024-08-16,2,91.16
439,346,419,2023-05-20,3,27.84
440,195,343,2023-08-31,9,387.27
441,269,168,2024-03-18,8,113.04
442,57,129,2023-05-20,8,325.92
443,425,108,2024-04-30,10,253.8
444,155,5,2022-12-12,7,76.65
445,21,384,2024-04-16,8,271.36
446,485,380,2023-09-18,3,39.51
447,379,422,2023-08-05,1,45.91
448,115,38,2024-11-21,1,16.47
449,490,222,2023-11-18,1,29.59
450,451,288,2023-05-18,8,223.28
451,87,307,2023-08-04,10,144.3
452,100,412,2024-07-13,1,9.83
453,22,418,2023-04-19,8,255.04
454,386,186,2024-06-14,8,330.64
455,84,409,2023-10-31,2,43.12
456,331,125,2024-02-19,5,162.05
457,387,147,2024-03-17,10,452.0
458,160,127,2023-02-19,6,69.96
459,163,422,2024-08-17,10,459.1
460,445,237,2023-05-24,2,80.86
461,317,196,2023-11-18,9,60.21
462,22,282,2024-11-24,3,114.57
463,174,279,2024-07-06,5,152.5
464,392,463,2022-12-20,1,11.99
465,337,414,2023-01-16,7,157.85
466,498,273,2024-12-07,7,87.01
467,390,273,2023-07-22,10,124.3
468,162,237,2023-11-22,6,242.58
469,158,97,2024-01-01,6,274.44
470,349,232,2024-10-30,8,76.96
471,79,7,2022-12-13,5,218.15
472,145,136,2023-08-07,6,59.34
473,353,75,2024-06-19,1,47.11
474,194,138,2023-03-24,9,222.93
475,284,161,2023-03-02,7,151.2
476,387,379,2023-04-02,5,28.5
477,162,454,2023-05-30,7,66.92
478,423,350,2024-08-02,4,126.68
479,328,197,2023-12-26,7,301.21
480,415,146,2023-06-21,7,101.5
481,405,353,2023-07-07,10,469.7
482,2,429,2024-08-31,7,298.06
483,459,202,2023-11-23,10,122.6
484,500,274,2023-08-31,6,292.8
485,140,230,2023-02-04,5,30.5
486,322,110,2023-04-26,2,60.3
487,102,245,2023-12-23,7,112.42
488,47,18,2023-05-23,4,157.88
489,211,471,2023-02-22,5,226.9
490,173,93,2023-02-15,9,156.87
491,425,72,2023-10-14,10,465.4
492,284,120,2024-04-28,10,480.3
493,475,19,2024-11-04,1,11.31
494,117,127,2024-11-23,2,23.32
495,216,497,2023-03-31,3,72.3
496,53,233,2024-09-28,6,62.34
497,328,272,2023-04-25,10,51.6
498,152,406,2024-03-10,2,71.58
499,140,48,2023-08-26,1,24.7
500,297,137,2024-06-17,5,131.65
